272, 534, 533, 1.00, 234, 230, 4.00, 40.00, 160.00, 0.03, 0.10
273, 532, 523, 9.00, 235, 230, 5.00, 360.00, 200.00, 0.22, 0.12
274, 530, 512, 18.00, 236, 230, 6.00, 720.00, 240.00, 0.45, 0.15
275, 530, 513, 17.00, 236, 230, 6.00, 1400.00, 480.00, -0.03, 0.00
276, 530, 513, 16.00, 236, 230, 6.00, 2040.00, 720.00, -0.03, 0.00
277, 530, 520, 10.00, 236, 220, 13.00, 2440.00, 1240.00, -0.15, 0.17
278, 530, 525, 5.00, 236, 231, 5.00, 2640.00, 1440.00, -0.12, -0.20
279, 529, 477, 54.00, 238, 221, 17.00, 2160.00, 680.00, 1.35, 0.43
280, 529, 532, -3.00, 238, 231, 7.00, 2040.00, 960.00, -1.42, -0.25
281, 527, 497, 30.00, 239, 231, 10.00, 1200.00, 400.00, 0.75, 0.25
282, 527, 527, 0.00, 239, 232, 7.00, 1200.00, 680.00, -0.75, -0.08
283, 526, 484, 42.00, 242, 223, 20.00, 1680.00, 800.00, 1.05, 0.50
284, 526, 518, 9.00, 242, 232, 10.00, 2040.00, 1200.00, -0.83, -0.25
285, 525, 513, 40.00, 244, 235, 9.00, 1600.00, 360.00, 1.00, 0.22
286, 525, 519, 6.00, 244, 235, 9.00, 1840.00, 720.00, -0.85, 0.00
287, 525, 519, 6.00, 247, 235, 12.00, 240.00, 480.00, 0.15, 0.30
288, 525, 507, 19.00, 247, 236, 10.00, 1000.00, 880.00, 0.32, -0.05
289, 525, 503, 22.00, 247, 237, 10.00, 1880.00, 1280.00, 0.08, 0.00
290, 525, 505, 20.00, 247, 240, 7.00, 2680.00, 1560.00, -0.05, -0.08
291, 525, 483, 42.00, 247, 230, 15.00, 4360.00, 2160.00, 0.55, 0.20
292, 525, 543, -18.00, 247, 256, -9.00, 3640.00, 1800.00, -1.50, -0.60
293, 525, 548, -22.00, 247, 257, -10.00, 2760.00, 1400.00, -0.10, -0.03
294, 525, 498, 26.00, 247, 244, 3.00, 3800.00, 1520.00, 1.20, 0.32
295, 525, 541, -16.00, 247, 257, -10.00, 3160.00, 1120.00, -1.05, -0.32
296, 525, 544, -19.00, 247, 257, -10.00, 2400.00, 720.00, -0.08, 0.00
297, 525, 533, -8.00, 247, 255, -8.00, 2080.00, 400.00, 0.27, 0.05
298, 525, 528, -3.00, 249, 251, -2.00, -120.00, -80.00, -0.08, -0.05
299, 525, 504, 21.00, 252, 246, 6.00, 840.00, 240.00, 0.52, 0.15
300, 525, 497, 28.00, 252, 246, 6.00, 1960.00, 480.00, 0.17, 0.00
301, 525, 510, 15.00, 252, 246, 6.00, 2560.00, 720.00, -0.32, 0.00
302, 525, 521, 4.00, 252, 246, 5.00, 2720.00, 920.00, -0.27, -0.03
303, 525, 522, 3.00, 256, 246, 10.00, 120.00, 400.00, 0.08, 0.25
304, 525, 469, 55.00, 259, 235, 24.00, 2200.00, 960.00, 1.37, 0.60
305, 525, 511, 14.00, 259, 252, 7.00, 2760.00, 1240.00, -1.02, -0.43
306, 525, 524, 1.00, 259, 256, 3.00, 2800.00, 1360.00, -0.32, -0.10
307, 526, 523, 3.00, 263, 256, 7.00, 120.00, 280.00, 0.08, 0.17
308, 527, 471, 56.00, 266, 245, 21.00, 2240.00, 840.00, 1.40, 0.52
309, 527, 514, 13.00, 266, 257, 9.00, 2760.00, 1200.00, -1.08, -0.30
310, 527, 491, 37.00, 266, 247, 19.00, 4240.00, 1960.00, 0.60, 0.25
311, 527, 550, -23.00, 266, 269, -3.00, 3320.00, 1840.00, -1.50, -0.55
312, 527, 547, -20.00, 266, 272, -6.00, 2520.00, 1600.00, 0.08, -0.08
